"","constructorResultsId","raceId","constructorId","points","status","year","round","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","circuitRef","name_races","location","country","lat","lng","alt","constructorRef","name_constructor","nationality","constructorStandingsId","point_constructor","position","positionText","wins"
"9853",14350,859,4,1,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","renault","Renault","French",24756,73,5,"5",0
"9854",14351,859,5,0,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","toro_rosso","Toro Rosso","Italian",24758,41,8,"8",0
"9855",14352,859,3,0,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","williams","Williams","British",24762,5,9,"9",0
"9856",14353,859,205,0,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","lotus_racing","Lotus","Malaysian",24760,0,10,"10",0
"9857",14354,859,166,0,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","virgin","Virgin","British",24761,0,12,"12",0
"9858",14355,859,164,0,"\N",2011,19,18,NA,"16:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,"785","hrt","HRT","Spanish",24765,0,11,"11",0
"9859",14356,860,1,40,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","mclaren","McLaren","British",24932,40,1,"1",1
"9860",14357,860,9,30,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","red_bull","Red Bull","Austrian",24933,30,2,"2",0
"9861",14358,860,6,10,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","ferrari","Ferrari","Italian",24934,10,4,"4",0
"9862",14359,860,15,12,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","sauber","Sauber","Swiss",24935,12,3,"3",0
"9863",14360,860,208,6,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","lotus_f1","Lotus F1","British",24936,6,5,"5",0
"9864",14361,860,5,2,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","toro_rosso","Toro Rosso","Italian",24937,2,6,"6",0
"9865",14362,860,10,1,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","force_india","Force India","Indian",24938,1,7,"7",0
"9866",14363,860,131,0,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","mercedes","Mercedes","German",24939,0,8,"8",0
"9867",14364,860,3,0,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","williams","Williams","British",24940,0,9,"9",0
"9868",14365,860,206,0,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","marussia","Marussia","Russian",24941,0,10,"10",0
"9869",14366,860,207,0,"\N",2012,1,1,NA,"06:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,"10","caterham","Caterham","Malaysian",24942,0,11,"11",0
"9870",14367,861,6,25,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","ferrari","Ferrari","Italian",24779,35,3,"3",1
"9871",14368,861,15,18,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","sauber","Sauber","Swiss",24780,30,4,"4",0
"9872",14369,861,1,15,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","mclaren","McLaren","British",24777,55,1,"1",1
"9873",14370,861,9,12,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","red_bull","Red Bull","Austrian",24778,42,2,"2",0
"9874",14371,861,208,10,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","lotus_f1","Lotus F1","British",24781,16,5,"5",0
"9875",14372,861,3,8,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","williams","Williams","British",24785,8,7,"7",0
"9876",14373,861,10,8,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","force_india","Force India","Indian",24783,9,6,"6",0
"9877",14374,861,5,4,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","toro_rosso","Toro Rosso","Italian",24782,6,8,"8",0
"9878",14375,861,131,1,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","mercedes","Mercedes","German",24784,1,9,"9",0
"9879",14376,861,207,0,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","caterham","Caterham","Malaysian",24787,0,11,"11",0
"9880",14377,861,206,0,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","marussia","Marussia","Russian",24786,0,10,"10",0
"9881",14378,861,164,0,"\N",2012,2,2,NA,"08:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,"18","hrt","HRT","Spanish",24788,0,12,"12",0
"9882",14379,862,131,25,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","mercedes","Mercedes","German",24796,26,5,"5",1
"9883",14380,862,1,33,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","mclaren","McLaren","British",24789,88,1,"1",1
"9884",14381,862,9,22,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","red_bull","Red Bull","Austrian",24790,64,2,"2",0
"9885",14382,862,208,8,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","lotus_f1","Lotus F1","British",24793,24,6,"6",0
"9886",14383,862,3,10,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","williams","Williams","British",24797,18,7,"7",0
"9887",14384,862,6,2,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","ferrari","Ferrari","Italian",24791,37,3,"3",1
"9888",14385,862,15,1,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","sauber","Sauber","Swiss",24792,31,4,"4",0
"9889",14386,862,10,0,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","force_india","Force India","Indian",24795,9,8,"8",0
"9890",14387,862,5,0,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","toro_rosso","Toro Rosso","Italian",24794,6,9,"9",0
"9891",14388,862,207,0,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","caterham","Caterham","Malaysian",24799,0,11,"11",0
"9892",14389,862,206,0,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","marussia","Marussia","Russian",24798,0,10,"10",0
"9893",14390,862,164,0,"\N",2012,3,17,NA,"07:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,"5","hrt","HRT","Spanish",24800,0,12,"12",0
"9894",14391,863,9,37,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","red_bull","Red Bull","Austrian",24825,101,1,"1",1
"9895",14392,863,208,33,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","lotus_f1","Lotus F1","British",24828,57,3,"3",0
"9896",14393,863,131,11,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","mercedes","Mercedes","German",24831,37,5,"5",1
"9897",14394,863,10,8,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","force_india","Force India","Indian",24830,17,8,"8",0
"9898",14395,863,6,8,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","ferrari","Ferrari","Italian",24826,45,4,"4",1
"9899",14396,863,1,4,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","mclaren","McLaren","British",24824,92,2,"2",1
"9900",14397,863,15,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","sauber","Sauber","Swiss",24827,31,6,"6",0
"9901",14398,863,5,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","toro_rosso","Toro Rosso","Italian",24829,6,9,"9",0
"9902",14399,863,207,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","caterham","Caterham","Malaysian",24834,0,11,"11",0
"9903",14400,863,206,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","marussia","Marussia","Russian",24833,0,10,"10",0
"9904",14401,863,164,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","hrt","HRT","Spanish",24835,0,12,"12",0
"9905",14402,863,3,0,"\N",2012,4,3,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,"7","williams","Williams","British",24832,18,7,"7",0
"9906",14403,864,3,25,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","williams","Williams","British",24844,43,6,"6",1
"9907",14404,864,6,18,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","ferrari","Ferrari","Italian",24838,63,4,"4",1
"9908",14405,864,208,27,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","lotus_f1","Lotus F1","British",24840,84,3,"3",0
"9909",14406,864,15,10,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","sauber","Sauber","Swiss",24839,41,7,"7",0
"9910",14407,864,9,8,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","red_bull","Red Bull","Austrian",24837,109,1,"1",1
"9911",14408,864,131,6,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","mercedes","Mercedes","German",24843,43,5,"5",1
"9912",14409,864,1,6,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","mclaren","McLaren","British",24836,98,2,"2",1
"9913",14410,864,10,1,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","force_india","Force India","Indian",24842,18,8,"8",0
"9914",14411,864,5,0,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","toro_rosso","Toro Rosso","Italian",24841,6,9,"9",0
"9915",14412,864,207,0,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","caterham","Caterham","Malaysian",24846,0,11,"11",0
"9916",14413,864,206,0,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","marussia","Marussia","Russian",24845,0,10,"10",0
"9917",14414,864,164,0,"\N",2012,5,4,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,"109","hrt","HRT","Spanish",24847,0,12,"12",0
"9918",14415,865,9,37,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","red_bull","Red Bull","Austrian",24849,146,1,"1",2
"9919",14416,865,131,18,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","mercedes","Mercedes","German",24855,61,5,"5",1
"9920",14417,865,6,23,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","ferrari","Ferrari","Italian",24850,86,3,"3",1
"9921",14418,865,1,10,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","mclaren","McLaren","British",24848,108,2,"2",1
"9922",14419,865,10,10,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","force_india","Force India","Indian",24854,28,8,"8",0
"9923",14420,865,208,2,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","lotus_f1","Lotus F1","British",24852,86,4,"4",0
"9924",14421,865,3,1,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","williams","Williams","British",24856,44,6,"6",1
"9925",14422,865,15,0,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","sauber","Sauber","Swiss",24851,41,7,"7",0
"9926",14423,865,5,0,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","toro_rosso","Toro Rosso","Italian",24853,6,9,"9",0
"9927",14424,865,207,0,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","caterham","Caterham","Malaysian",24858,0,10,"10",0
"9928",14425,865,206,0,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","marussia","Marussia","Russian",24857,0,11,"11",0
"9929",14426,865,164,0,"\N",2012,6,6,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,"7","hrt","HRT","Spanish",24859,0,12,"12",0
"9930",14427,866,1,25,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","mclaren","McLaren","British",24860,133,2,"2",2
"9931",14428,866,208,22,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","lotus_f1","Lotus F1","British",24864,108,3,"3",0
"9932",14429,866,15,17,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","sauber","Sauber","Swiss",24863,58,6,"6",0
"9933",14430,866,9,18,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","red_bull","Red Bull","Austrian",24861,164,1,"1",2
"9934",14431,866,6,11,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","ferrari","Ferrari","Italian",24862,97,4,"4",1
"9935",14432,866,131,8,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","mercedes","Mercedes","German",24867,69,5,"5",1
"9936",14433,866,10,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","force_india","Force India","Indian",24866,28,8,"8",0
"9937",14434,866,3,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","williams","Williams","British",24868,44,7,"7",1
"9938",14435,866,5,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","toro_rosso","Toro Rosso","Italian",24865,6,9,"9",0
"9939",14436,866,207,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","caterham","Caterham","Malaysian",24870,0,10,"10",0
"9940",14437,866,206,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","marussia","Marussia","Russian",24869,0,11,"11",0
"9941",14438,866,164,0,"\N",2012,7,7,NA,"18:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,"13","hrt","HRT","Spanish",24871,0,12,"12",0
"9942",14439,867,6,25,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","ferrari","Ferrari","Italian",24874,122,4,"4",2
"9943",14440,867,208,18,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","lotus_f1","Lotus F1","British",24876,126,3,"3",0
"9944",14441,867,131,23,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","mercedes","Mercedes","German",24879,92,5,"5",1
"9945",14442,867,9,12,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","red_bull","Red Bull","Austrian",24873,176,1,"1",2
"9946",14443,867,10,16,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","force_india","Force India","Indian",24878,44,8,"8",0
"9947",14444,867,1,4,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","mclaren","McLaren","British",24872,137,2,"2",2
"9948",14445,867,15,2,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","sauber","Sauber","Swiss",24875,60,6,"6",0
"9949",14446,867,3,1,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","williams","Williams","British",24880,45,7,"7",1
"9950",14447,867,5,0,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","toro_rosso","Toro Rosso","Italian",24877,6,9,"9",0
"9951",14448,867,207,0,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","caterham","Caterham","Malaysian",24882,0,10,"10",0
"9952",14449,867,206,0,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","marussia","Marussia","Russian",24881,0,11,"11",0
"9953",14450,867,164,0,"\N",2012,8,12,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,"4","hrt","HRT","Spanish",24883,0,12,"12",0
"9954",14451,868,9,40,"\N",2012,9,9,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","red_bull","Red Bull","Austrian",24885,216,1,"1",3
"9955",14452,868,6,30,"\N",2012,9,9,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","ferrari","Ferrari","Italian",24886,152,2,"2",2
"9956",14453,868,208,18,"\N",2012,9,9,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","lotus_f1","Lotus F1","British",24888,144,3,"3",0
"9957",14454,868,131,6,"\N",2012,9,9,NA,"12:00:00","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,"153","mercedes","Mercedes","German",24891,98,5,"5",1
